comment,identity_attack,insult,obscene,severe_toxicity,sexual_explicit,threat,toxicity
Yemey dedime cipsi yox,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamana salam de,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rusiya xeriteden silinmelidi,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Dəlilərviz qirilsn dirəmdə vakainen sora hami qizib inanan yoxdu,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Kim ana ya arvadinan bazara gedib?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
zor meslehet verirsen axı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Əlbəttə hələ nə qədər diqqətdən kənarda olanlar var. Ona görə də dünən yazdım ki, şəhid olmağa dəyməz.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sen sus,meni danısdırma.",0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Söhbət İlham Əliyevdən və ya Heydər Əliyevdən getmir. Söhbət millətdən, Azərbaycan xalqından gedir.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
İrandasan özün?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boş vere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dava salak?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"**Yevlaxda qız qaçıran şəxs avtomobilin baqajında ölü tapılıb.** Bir müddət əvvəl evli olan, 1988-ci il təvəllüdlü Azər Quliyev sevgi münasibətində olduğu 1996-cı il təvəllüdlü N.Ş-ı (ad soyad şərtidir) qaçırıb. Ötən gün qızın qardaşları bacılarının arxasınca Abşeron rayonu Qobu qəsəbəsinə gəliblər. Onlar burada Azər Quliyevi döyərək xəsarətlər yetirib, daha sonra əl-ayağını iplə bağlayaraq avtomobilin baqajında Yevlax şəhərinə gətiriblər. Yevlaxda Azər Quliyevi avtomobilin baqajından düşürən zaman onun öldüyü məlum olub. Hadisəni törədənlər saxlanılıb.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bizi guneydə islamınan pis günə qoyublar siz islam toruna tüşməyin biz cənubda nə çəkirix ,islamnan çəkirix",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Buryatlar südlə çay içir ,qardaşımlz şirin çay balıq yeyə bilmir ?",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bayaq qaqasa soyus soydune sen arada get oz evivin icine bax gor ne hoqqalar donur),0.0,1.0,1.0,0.0,0.0,0.0,1.0
off emereme amcigi,0.0,0.0,1.0,0.0,1.0,0.0,1.0
60 tl eliyir ey qaqa direşibler biz burda 60 tlni saqqiza veririk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Düzdü 1ilim qalbda istəmrəm yarmşğ buraxmö,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Gerey demezdinnnnn ne yapdinn sennn akulalar gorur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorsənn gorsennay toybee acinnan olurem bu deqiqe,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensensene pesi dalben,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Mən deyəni deyir ki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
başa düşmədiyini deyrəm yenə başa düşmürsən problem üsdə adama problem yüklənir tayda)),0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Elədir da, xameneiyə söz deyəndə dəli olursuz.",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hee bele dee uje acilib tam? Hami gedir ora?),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sene terbiye vereni yere girsin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Offf Nə sikərəm,0.0,0.0,1.0,0.0,1.0,0.0,1.0
At onu bura çıraq onu ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÜIFHIÜJDIEJDIÜHDP2BDÖZJXIEJXIEJFIRNFPRNJFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buda takipci derdindediye,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bele qurup etmey isdeyen xanimlar dm yazsin gizli,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Men seni bele ferqli gormemisdim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansirda oz ozune bos bos ele raket atan idi rusiyaya gonderikdileri esgerde silahda fis cixmazdi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qaqa mən burda hamının içində söysəm necə hiss keçirərsən yada söyüb söyüşün dalında durmayan oğlana bilirsəndə nə deyirlər ?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Vanqanın Qarabağ haqqında dediyidə düz çıxdı, baxmamısızsa girin youtube-da baxın",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coox sagolunsizede️,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senee beyagdan mene agzna geleni deyr men cavab verenre ozvu gosder,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kim kkmi söyür çatmadı mənə,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bir il əvvəl qrup çox maraxliydi e yetərincə adam tanıyırdım indi necə dəyişib buralar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gijdıllağ söyüş niyə söyürsən,0.0,1.0,1.0,0.0,0.0,0.0,1.0
İraqda 50 yaşdan yuxarı adam qalıb? Hamısı qırıldı,1.0,0.0,0.0,0.0,0.0,0.0,1.0
baxn gorn ordaki Azerbaycanlilarin nə qədər vecinəyikki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oglan sehere sag cxmaz insAllah,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Yo kim idise,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men sene soyuş soydum ? Ya ilişdim ? Ozun kurs oldun yazdigima indi qiz kimi atlanib duşursen ) men senle kulturnu sohbet edirem sen ozuvu detskliye vurursan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bunlar zəhərli mikroblardı kökləri kəsilməsə bizə sakitliy yoxdu,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Mollalar basladi yene)),0.0,0.0,0.0,0.0,0.0,0.0,1.0
Utanmaz arlanmaz‍,0.0,1.0,0.0,0.0,0.0,0.0,1.0
maraqlıdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amerika cehennem Turkiye jennet jennet,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Qazli qaqa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aftmate aftmat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu qaqaşı görəndə əsəb olam,0.0,1.0,0.0,0.0,0.0,0.0,1.0
qısa müddətdə dastan yazırlar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Məqsədiniz nədir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bu qədər yazan deyildime mən əsəb olur adam arada ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
salamm mende atinda vdyonu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gent lugano westerlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Müsəlmanlar 2 uzunqulağın arpasını bölə bilmir,idarətmə nədi?1000 il idarə etdilər də sonu nə oldu?)))",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"bravo.... bu bizdedi? qar bir yana, kulek keleyimi kesir, nefes ala bilmirem))))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hise hise çixariş eleyin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mewzu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nəysədə 1 gecəlik sevinciniz kursağda kaldı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Namaz qilan musalmana ates acr gunahi musalmam yene.musalmanda gorur ne qederki bu agildayq basimiza hele cox is gelecek,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Oyy seni desteye baxx),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gəl qurupa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90lar qocaldiq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMİNNNNNNNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hetta deyerdim dunyani idare eleyen olkenin bayragi))) ️,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niyə 100 yi görəndə elə deyirlər,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gtun ancaq ona catirda ele. Bacisina tamah salan peskasan,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5-1 udurlar bizimkiler ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yüngülvari qarğış et,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Coxdan lazim idi. Yoxsa Chp qazanmisdi seckileri. yasansin Ataturkçuler. ereb fanatikleri pis gune qoyub Turkiyeni.,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Afərin!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çox balaca yazıdı görunmur ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Qarabağda fəaliyyət göstərən yox, fəaliyyət göstərmiş, ay admin.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siz İran agentisiz yoxsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasqa bayağ axşam tərəfi tima canlı yayında veteranlığından sui istifadə edib hesab nömrəsini paylaşıb pul yığırdı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qalatasaray 1 cə oyun uduzsa fənər keçir ee,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamana vurum,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Girirəm , amma işləmir",0.0,0.0,0.0,0.0,0.0,0.0,0.0
İrana görə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Necede sevindi arvad palatari geyinmeye gul bala gul,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bular hələ silinməyiblər xəritədən ?,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Səninkidə ancaq qarğışdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Here bir xanım var sen atdığın mahnılari beyenmir,o kim idi yaddan cixdi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sox içvə cırıö,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Mehribana ləzzət eləyir deyəsən paşik,1.0,1.0,0.0,0.0,0.0,0.0,1.0
veren deyiller ki muharibesiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belkede oldurldu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yox ne danisirsiz bizim muellime gedecek geti qararidi ele Allah elesin onu novaxnida kulek aparsin,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cammat toplasdi ora,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ondan bize ne inanmayin yardım etməyin ama tehqir niye,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Orda ne qədər oturan duran hakim var hamısının Allah belasını versin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Niye delixanada ne işi bu deli falan deyil,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tanıdın?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nərimanov verib torpağı sonra onun dövründə qarabağı istəyiblər dığalar oda etdiyi səhfi başa düşdüyünə görə qarabağı verməyib ancağ muxtariyyat verib və bununla dığaların planı başlayıb,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sadəcə parçalanacağ bunu bilin isdəyən inansın isdəmiyən inanmasın özü bilər,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hələ İsmail Kartal Açıqlama Verirki Penalti yoxdu e epizodda 1 il çempion olsa Səhvən Özün Fatih Terimnən Üstün Tutar e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoo qorxmadim  hele biraz ozume ses toplayimda gelen defekine qeder,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xosbextsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İnsanları alçaltmasınlar yetərli,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Azərbaycanlə oluv ərəb yəhudi üçün özünü öldüdən qoyunlar var,1.0,1.0,0.0,0.0,0.0,0.0,1.0
royalin xezer lenkeranin yetirmesidi neriman,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Oy blət sikiləsi seydi haa,0.0,1.0,1.0,0.0,0.0,0.0,1.0
baxiram bezi qadin cinsi insanlara ana yaxud analiga namized ola bilecek varlik nece bele das urekli Sozler yaza bilirsiz.Allahdan gorxun.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Lənkəran görər atılanları gören,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yazişman ona oxsadi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimi müdafiə etdim ay insan?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dostlar burda cız bız danışana gedin Azərbaycanlılara səs verin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onsuzda xomeynilərdən başqa sən çətin kimisə ciddiyə alarsan.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onda mənlik deyil mən sakit dururqm özün bilərsən,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacın,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kim oynatmaq istiyir?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Düzdü osmanlını satıblar elə biliblər ki ağ günə cıxacağlar hansı ölkəyə qərb girir axırları belə olur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən indidə aydına ilişirsən oydaaaa Elçinnən keçdin Aydına,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İt dili,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Maaş artırmaq yox ,inhisarçılığı ləğv etmək lazımdır Onda qiymət enər ,maaş artımına da hacət qalmaz",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Niyə qadın,uşaq əsir götürürsüz ki indi də belə olsun)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porno wekl.kilde var atsn,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Endiriləcək..,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sene ele gelir ne varsa Kişilerde var qadınları apar tulla),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xameni: cıraram haaa sizi baaa belə hiyyaaa,0.0,1.0,0.0,0.0,0.0,0.0,1.0
İnanki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ama yaradacaglar sen inglislerin 2030 cu il xeritesine baxmisan?),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halalı olmayan bir qızçün mübarizə apara bilərdi ancağ dərinlərə gedib kiminsə cavan yaşda ahını ömrünü əlinnən almağın bir adı var 'ƏQİDƏSİZLİK' tüpürüm belə gəncliyə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Zelil olsun heç bir sebeb ölüme haqq qazandırmır mence,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Mene deleduz deyir ele bilir usaqi behane edirem,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Men yaziq kompiliment guya etdimde dedim küçük gösterirsen yaşini,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diyəsən Təhlükənin samalyota fobyası var yada bilet alacağ pulu yoxdu Amma Təhlükə kimdisə bunlara babat xeyr verdi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Birdən götürmək bu olsa ,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Kanpanya et bir qutab alana bir dənə sican hədiyyə ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"İyrəndiyim yekəxana olan, hər şeyi olub yox deyən, yaltaqlıq edən, işi keçsin deyə özünü yaxşı göstərən, varlı ilə kasıbı ayıran, mənəm mənəmlik eliyən insan tipidi",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hardadi o video,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qardaşımın yanında sikirsen meni,0.0,1.0,1.0,0.0,1.0,0.0,1.0
helal be,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Başlandı uje?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mende 3 gùne dùzeldi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bəsdi də biabr edirsen e meni sende ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bizim birinci duwmenimiz farsdardi sora ermeniler,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Heye deyecek pedofiltsen bala,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Elbetde zeyifdir niye cunki baxiw acisi ferqlidir kimisi nagillara kimisi realliqa inanir biri agacin daniwmaqina inanir biride agac canlidir ama daniwa bilmeze oncun ferqlidir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siçanli un))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heç nə səbəb deyil şiddətə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"xanim, hec kime ehtiyacim yoxdu, evliyem, sevirem ve cox gozel ve agilli 10 yashinda oglum var. bura xeberleri oxumaq ucun girirem.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yashli insanlar daha tez inanır ona göre ele serefsizlikler onlardan daha çox istifadə edir,0.0,1.0,0.0,0.0,0.0,0.0,1.0
But rafizide osduraga basib getdi,1.0,1.0,1.0,0.0,0.0,0.0,1.0
 ne yaxsi olubdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327 milyone ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sizdə hades,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Getdikcə sayı azalıb Azərbaycan dilini imkan verilmir erməni dinini keçmək istəyir ama,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Aha bütün erməniləri bu çelencə qoşulmağa dəvət edirik,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Əli Kərimli Partiya sədri olmaqdan niyə imtina etmir? Axı neçə illərdi bir əldə elədiyi yoxdur halbuki özü demokratiya deyir amma her defesinde yene seçilir çünkü babat pullar yeyir.Youtube canlı açıb danışmaqıa deyile yada Fb status paylaşmaqla.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Mən ilk dəfə burda olanda bu qrupda 40 nəfər var idi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zatı xarabdı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Aleykim salam yenede qrupu dagidmaqa gəldi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Şərəfsizlər, gürcülürdə çox şərəfsiz adamdı",1.0,1.0,1.0,0.0,0.0,0.0,1.0
Salam alekn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vallah varli o qeleti elemir ayfon alan 80 faizi kasib tebeqedi huya dusub alirlar kontakhome cumub kredit goturur tanidigim 10 adam var kredite alib .Hele biri var axsamakimi azzada saticiliq eliyib 550 manat alib 250 manat ayfona kredit verir kasib onun kasibidi,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Nedi derinliyi?Heresine bir behane tapirsan irani temize cixartmaq ucun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cammatda pul yoxdu pul hardan olsun 200 manata 2 ayliq bazarliq eliyerem eve 5 kilo et alaram bozbawdan zaddan biwirib yeyerem 2 manat da vermerem o bilete hec..,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demeye Allah vursun o hakimi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kıvanc Tatlıtuğ deyirəm da bə ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400 milliyard vauu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Necə deyərlər, bura kurdlar sofrasıdır. Diqqətli olmaqda fayda var.",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Baxx buna əla xəbər deyərəm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Şəhər deyil e mall dı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Dəlidilər xəstədilər nədilər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Boy mən ölüm ədə catdirajam qoy ayın ortası gəlsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Menliysiz şəxsiyyət siz insanlara baş qoşanlarin ağılı yoxdur,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heye dedim noldu buna),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hansı daha çox pul gətirir onu fikirləşir),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasam yazın görüşəy yanıram oğlan istiyirəm,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gelib indi dal deşiyivi yalıyıb soxacam,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Yankovic leşiovic zədəli olmasaydı belə olmazdı heyif,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Nədiə gəl səxsyə ?,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Yorulmayasız,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vaxtında çıxıb getmək lazımdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nenirem oxumasinlae))) onsuz qedir qiymət bilən yok))))) bu gün dost dediyin yaxin bildiyin düşmən olur))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Elgize hecne demirem insandıda başı çatmır o heç.Normal bir insan bunlara niye baxar ki?Baxanlara irad tutmaq lazimdi.Baxmıyın görmeyin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Soxun dalıma,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Başdadıx yene yaltaxlanmağa 20 yanvarı xocalı gene unduldu eyy bizim bəzi göte giren xalıqmız,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Cristianonu milliləşdirəcəklər ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zigaretten waren alles ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasivlərdən kim var boşalaq qarşılıqll,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Herhalda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Qubernator bildirib ki, Bryansk vilayətinin Vygonsky rayonu ərazisində Ukrayna dronu məhv edilib, itki və dağıntı yoxdur.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quranqi duzelecey,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amin Mənim Əmim Şəhid oldu onlara qisas aldı Allah şəhidlərimiz rəhmət etsin Allah Analar Və Atalar səbr versin heç vaxt unutmadım,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaaa səni gidi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qismət hələ o vaxta cox var,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qedew kim munaqiwe edirki,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"mən bayaq yazdım axı irqçiyəm,xüsusən də ərəblərə qarşı",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ehmedlidi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delir nedir bu yaa eleblerımı pozdu tamamem gece gece,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Romao kompakt oyunda yaxşıdı prosta yanındaki andrade elebil patı qoyur eyni şeyleri elir , ordada kelleden qolu vurdaydı tamam başka ssenari olardı , hayf yankovic",0.0,0.0,1.0,0.0,0.0,0.0,1.0
Tfuuuu‍,0.0,0.0,1.0,0.0,0.0,0.0,1.0
olarda bizi ariya qoyar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
En yaxşi komanda tutmamaq İnci hardasan️,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gedin yatin 12 de haminizi durguzacam))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Amma siz həddiniz asirsiz. Mən ozumu tuturamki artiq nəsə yazmayim amma siz məcbur edirsiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Döyub öldurmez vurub öldurer,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hmm abi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musalmanlar heçvaxt bir olmayıb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
israilin esseyi öldü,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bele goremki serefszlern basqa yerlernde kesecekler,0.0,1.0,0.0,1.0,0.0,0.0,1.0
İranlılara görə halal cinsi əlaqə ,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"telefon şeytan cihazıdı,xristianların və sionizmin cihazlarını işlətməy caiz deyil günahdı,indi soruşa bilərsiz ki,bəs sən özün hansı cihazla yazırsan?mən bu dəqiqə telegramda bu mesajı bildiyniz şəhər ev telefonundan yazıram maşallah hamı bundan istifadə etsin əsasəndə çevirməli olan ev telefonlarından,Sağolun Allah sizi qoooroooson",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sen qirilda qardaşim,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qaqas yayolsa mennıy deyıl,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Indi bu oglaninda axirda kim oldugu cixacaq uze.kurtler coxusu qara qas qara goz olur.danisigini men sece bilmirdim uje 4 ildir bilirem danisiqlarini.evveller ele bilirdim koyludur.indi koylu danisanida bilirem kurdude.Day turkceni qara gune qoyub danisirlar.Birde cingeneler cox tehlukelidir.vallah bu serefsizler ele qorxur cingenelerden(qaracilar),1.0,1.0,1.0,1.0,0.0,0.0,1.0
Atana oxşamırlar,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hakim ancaq yaxşı qarabağın oyunçuların şeyin ee artıq qalmış yeməklərin yeyər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sən məni tanıyırsan durduq yerə kafir deyirsen??,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Basiviza das dussun size gore bizim millete viza verilmir xaricde pis taniyillar,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"Var,həmçinin söz azadlığı var (debatable),həmçinin Azərbaycan respublikası konstitusiyasının maddəsinə əsasən Azərbaycan tolerant dövlətdi və din dövlətdən ayrıdı,sən şəriət istəyirsən yəni potensial bölücü",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu dəfə kime söz deyəsən),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bizə nə xeyri? Biri cixsin desinki bizim ölkəyə kasiba nə bilim ŞƏHİD QAZİ ailəsinə xeyri var neynrəm oranin otelini?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o an turkiye : men neyeem burda ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onlar polis sevdalısı olan ağılsız qizlardi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sənin özüvə nəzarət lazımdır,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sen neynemısen qonşu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HƏLƏ ÇOX VURULACAĞ O QOLLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çox çətin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ərdoğan ekonomi pis günə qoyub ekrem gəlib düzəldə biləcəksə buyursun gəlsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Qaqa gələcəkdə qaçılmazdı müharibə, erməni xalqı müharibə istəyir fakt",1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bizim oğlanlarda prablem deyil bu xarekter meselesidi qızla dalaşır iki gün başka qız tapan oğlanda ne xarakter olacaq qaqaş,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Indi daha aydin subut olunurki Iran bos saxta dovletdi.,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Şeytanın nökərləri,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bir şey danışım.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
